Log_ID,Student_ID,Week,Login_Count,Dashboard_Clicks,Time_Spent,Date
L7595,S1464,2,9,19,31,5/15/2024
L7596,S13026,8,9,13,94,5/20/2025
L7597,S13672,2,7,47,45,9/12/2025
L7598,S2357,7,7,21,14,1/23/2024
L7599,S1360,6,7,34,43,1/3/2024
L7600,S1415,16,3,47,10,11/4/2024
L7601,S13463,5,4,20,87,6/28/2025
L7602,S14156,5,2,30,65,11/2/2024
L7603,S8908,14,7,15,79,8/6/2025
L7604,S6440,7,7,41,34,8/28/2024
L7605,S13355,3,6,13,58,2/28/2024
L7606,S3445,3,2,12,27,12/13/2024
L7607,S6728,2,6,40,13,8/17/2025
L7608,S10411,10,4,34,114,2/4/2025
L7609,S2107,2,6,13,20,10/19/2025
L7610,S10437,4,4,14,101,4/11/2024
L7611,S11890,13,1,35,119,4/12/2025
L7612,S4043,12,7,5,76,6/1/2025
L7613,S9860,12,1,8,10,9/27/2025
L7614,S11015,7,8,34,76,1/2/2024
L7615,S8881,12,6,15,66,3/9/2025
L7616,S12549,11,4,19,88,9/11/2025
L7617,S10298,3,5,28,70,3/22/2024
L7618,S6920,1,9,11,32,7/28/2024
L7619,S4802,10,2,5,77,6/21/2025
L7620,S1962,9,7,46,115,1/16/2025
L7621,S2976,4,5,17,98,12/25/2024
L7622,S14282,10,2,13,90,9/9/2025
L7623,S14346,10,4,10,66,2/4/2024
L7624,S8545,11,5,19,98,7/31/2025
L7625,S2470,5,1,21,61,4/2/2024
L7626,S6833,6,1,30,39,11/20/2024
L7627,S2320,1,5,39,19,4/9/2025
L7628,S11989,1,3,16,87,7/12/2024
L7629,S14455,5,4,30,91,11/14/2024
L7630,S4214,16,9,15,86,9/25/2025
L7631,S3906,10,2,47,91,2/8/2025
L7632,S1052,8,6,31,88,7/18/2025
L7633,S8094,10,1,25,117,11/25/2024
L7634,S6798,13,7,19,108,1/23/2025
L7635,S5266,1,9,34,29,1/12/2024
L7636,S6080,2,6,29,42,5/9/2024
L7637,S5954,5,8,36,119,9/30/2024
L7638,S7511,8,3,29,70,1/23/2024
L7639,S9140,7,7,27,41,11/29/2024
L7640,S12282,11,8,14,11,5/5/2025
L7641,S2113,10,5,6,15,7/31/2025
L7642,S6712,5,9,17,97,10/16/2025
L7643,S11541,11,5,33,119,3/30/2024
L7644,S6604,9,6,7,96,3/21/2024
L7645,S9446,4,4,11,114,8/24/2025
L7646,S12828,7,8,21,45,5/25/2024
L7647,S14859,3,3,9,102,4/4/2024
L7648,S5673,9,3,35,85,8/16/2025
L7649,S7176,13,4,7,49,4/14/2025
L7650,S14272,9,8,46,87,5/8/2024
L7651,S2556,13,4,18,26,8/27/2024
L7652,S12269,5,5,17,80,3/18/2024
L7653,S10585,11,3,22,37,7/30/2025
L7654,S3464,15,9,9,64,12/11/2024
L7655,S3362,3,8,11,40,10/9/2024
L7656,S10997,4,8,19,31,8/31/2024
L7657,S6295,7,1,41,52,4/8/2025
L7658,S3960,15,2,28,98,8/2/2025
L7659,S3277,6,1,15,31,3/8/2024
L7660,S2716,12,2,6,27,4/9/2024
L7661,S4437,2,7,31,24,5/21/2024
L7662,S13024,16,3,20,64,5/9/2025
L7663,S2536,4,5,27,110,6/3/2025
L7664,S4849,7,4,24,19,8/20/2024
L7665,S11064,2,6,24,80,3/23/2025
L7666,S11715,4,5,23,106,11/12/2024
L7667,S14434,1,2,28,109,10/4/2024
L7668,S6486,6,1,48,108,6/9/2025
L7669,S8626,14,4,38,56,10/14/2024
L7670,S6385,10,9,20,29,8/15/2024
L7671,S2049,10,8,15,101,1/20/2025
L7672,S2660,3,7,36,89,10/16/2025
L7673,S8141,14,5,38,20,8/11/2025
L7674,S12080,12,5,37,113,8/4/2025
L7675,S11644,2,3,27,13,9/20/2025
L7676,S4128,15,3,43,77,2/2/2025
L7677,S6708,16,1,32,39,5/11/2024
L7678,S1023,6,5,7,31,8/27/2025
L7679,S4044,2,2,12,46,5/4/2025
L7680,S1741,7,9,7,84,12/26/2024
L7681,S12134,3,9,43,81,12/25/2024
L7682,S8436,13,8,33,41,3/12/2025
L7683,S2309,7,6,17,110,2/28/2025
L7684,S1053,10,7,21,50,5/1/2024
L7685,S3326,13,8,34,107,4/4/2025
L7686,S8986,14,1,35,82,7/6/2025
L7687,S6172,15,3,41,50,4/8/2025
L7688,S10954,8,8,6,94,4/5/2024
L7689,S6454,4,1,40,100,6/18/2024
L7690,S1168,6,4,6,42,10/14/2024
L7691,S9276,7,3,12,35,12/28/2024
L7692,S1984,2,6,15,16,3/30/2024
L7693,S3141,8,3,27,111,2/19/2024
L7694,S2912,11,1,23,110,3/1/2024
L7695,S4674,10,9,36,66,9/20/2025
L7696,S12464,6,4,8,32,4/7/2025
L7697,S14764,11,5,15,91,11/2/2024
L7698,S13192,11,9,34,68,9/26/2025
L7699,S9570,12,2,5,21,1/1/2024
L7700,S3583,15,6,39,42,8/21/2025
L7701,S5122,12,9,16,119,10/5/2025
L7702,S8383,6,4,15,69,2/15/2025
L7703,S9249,9,1,14,96,9/25/2024
L7704,S2101,15,8,31,53,9/6/2024
L7705,S6992,9,4,15,115,4/13/2024
L7706,S5721,16,4,46,62,12/12/2024
L7707,S5086,9,2,39,94,4/9/2025
L7708,S11526,2,2,35,101,4/6/2024
L7709,S6554,12,8,14,21,4/28/2024
L7710,S1320,1,7,25,13,10/15/2025
L7711,S14637,2,6,32,25,4/10/2024
L7712,S8897,3,2,40,78,10/26/2024
L7713,S4832,8,3,37,62,6/23/2024
L7714,S8310,11,2,19,77,2/24/2025
L7715,S9280,7,9,23,109,2/4/2024
L7716,S5639,4,7,31,87,6/15/2024
L7717,S8007,4,6,40,27,6/9/2025
L7718,S9744,13,1,20,108,1/15/2025
L7719,S3929,2,8,45,35,8/30/2025
L7720,S4503,12,8,30,119,3/15/2024
L7721,S11031,9,4,28,20,2/23/2025
L7722,S8941,13,8,46,84,7/6/2025
L7723,S6697,1,1,44,81,2/24/2024
L7724,S14684,11,5,43,41,5/3/2024
L7725,S7545,13,6,46,71,2/7/2025
L7726,S9332,13,7,45,89,4/11/2025
L7727,S13759,1,7,18,89,3/13/2025
L7728,S14822,5,8,11,115,5/20/2025
L7729,S6248,16,6,40,82,8/20/2024
L7730,S2889,5,2,40,93,10/26/2024
L7731,S11291,12,1,18,99,1/9/2025
L7732,S14165,3,9,45,102,10/2/2025
L7733,S10456,6,2,8,75,2/21/2025
L7734,S6232,7,4,29,72,5/14/2025
L7735,S4818,2,2,16,52,12/10/2024
L7736,S3945,15,3,40,110,3/12/2025
L7737,S8097,11,4,14,41,12/8/2024
L7738,S6119,3,9,43,45,7/4/2024
L7739,S11419,16,2,47,75,9/9/2024
L7740,S3951,6,6,38,47,6/21/2024
L7741,S14675,3,4,30,80,2/23/2024
L7742,S5272,15,4,32,87,3/6/2024
L7743,S8815,14,7,38,35,9/8/2024
L7744,S10886,6,6,42,63,3/5/2024
L7745,S6717,1,7,21,47,9/12/2025
L7746,S13612,14,9,19,45,5/6/2025
L7747,S6778,1,4,13,21,1/10/2025
L7748,S9063,8,2,30,24,11/25/2024
L7749,S2318,4,4,35,65,10/9/2025
L7750,S12573,12,6,10,79,1/5/2024
L7751,S1106,14,1,7,72,7/19/2024
L7752,S13041,3,8,44,69,2/12/2025
L7753,S9463,15,2,8,99,6/10/2024
L7754,S10804,9,1,37,86,3/17/2024
L7755,S5411,10,3,46,115,7/24/2024
L7756,S3360,13,6,21,30,6/14/2025
L7757,S10715,13,2,12,86,10/12/2025
L7758,S13319,16,9,12,112,5/30/2025
L7759,S11381,15,1,38,69,2/21/2024
L7760,S9463,7,3,17,58,2/3/2024
L7761,S12611,12,6,9,113,1/7/2025
L7762,S6012,12,5,14,61,11/3/2024
L7763,S11206,14,1,32,113,9/12/2025
L7764,S5343,4,3,26,81,1/31/2025
L7765,S11703,13,7,22,13,4/5/2025
L7766,S6063,6,1,7,58,2/19/2024
L7767,S14976,2,9,40,21,3/6/2024
L7768,S12768,1,2,32,21,6/17/2025
L7769,S3373,11,7,23,112,3/26/2024
L7770,S9128,1,7,44,100,1/18/2025
L7771,S12416,13,9,5,40,6/25/2024
L7772,S7101,3,7,37,80,6/15/2025
L7773,S10279,15,7,22,102,1/15/2024
L7774,S14378,8,8,9,61,4/5/2025
L7775,S4279,8,9,26,67,3/31/2024
L7776,S6566,1,2,12,111,4/5/2024
L7777,S6227,8,9,30,72,1/18/2024
L7778,S4532,6,8,23,105,9/30/2025
L7779,S7190,15,4,15,104,1/16/2025
L7780,S14314,12,7,31,29,11/1/2024
L7781,S3675,3,7,27,37,4/3/2025
L7782,S9091,5,7,23,70,3/7/2025
L7783,S5836,14,4,17,94,5/25/2024
L7784,S7832,15,8,23,97,6/5/2025
L7785,S8852,6,6,49,24,8/4/2025
L7786,S11631,14,9,18,98,9/20/2024
L7787,S8832,6,3,34,47,12/10/2024
L7788,S11170,10,8,43,103,7/22/2024
L7789,S4053,3,1,32,56,5/10/2024
L7790,S7749,4,7,5,83,10/24/2024
L7791,S4800,1,5,17,102,12/7/2024
L7792,S10679,13,8,25,90,3/15/2024
L7793,S4514,16,9,17,95,10/23/2024
L7794,S7627,5,3,8,93,7/14/2025
L7795,S4111,6,9,28,80,2/13/2025
L7796,S7834,12,9,40,112,2/26/2025
L7797,S8007,5,3,16,101,9/15/2024
L7798,S5181,12,8,17,97,8/2/2025
L7799,S4751,11,8,43,59,10/11/2024
L7800,S8117,2,3,32,87,4/26/2025
L7801,S13860,14,1,6,73,1/20/2025
L7802,S6509,15,8,32,38,9/29/2025
L7803,S13390,5,6,9,14,12/27/2024
L7804,S2576,3,5,43,34,11/27/2024
L7805,S10949,7,8,25,99,12/6/2024
L7806,S13700,8,2,17,55,7/7/2024
L7807,S12017,15,8,35,27,6/3/2025
L7808,S11688,10,9,8,116,1/23/2024
L7809,S5457,1,7,24,14,3/28/2024
L7810,S7744,1,9,36,56,2/28/2024
L7811,S1877,15,1,37,38,9/13/2025
L7812,S4696,16,3,49,82,8/8/2024
L7813,S4022,11,8,13,71,3/28/2024
L7814,S7562,7,9,23,28,5/12/2024
L7815,S9205,10,4,18,96,9/21/2025
L7816,S7545,14,6,22,30,3/30/2025
L7817,S5806,8,6,14,20,1/13/2025
L7818,S12877,2,4,45,71,10/18/2024
L7819,S4995,1,6,45,58,9/21/2024
L7820,S1561,14,1,12,83,5/2/2024
L7821,S11912,9,3,10,88,6/6/2024
L7822,S5991,2,6,12,60,7/25/2024
L7823,S14903,14,6,42,88,4/28/2024
L7824,S6828,4,9,5,70,11/14/2024
L7825,S8665,11,9,39,13,5/20/2025
L7826,S1053,8,7,22,108,1/8/2025
L7827,S8870,14,6,41,37,2/15/2025
L7828,S4585,14,1,14,30,2/22/2025
L7829,S4108,8,6,21,112,7/16/2025
L7830,S14030,12,8,19,114,1/20/2024
L7831,S9628,16,1,14,46,6/16/2025
L7832,S11813,14,6,28,27,9/4/2024
L7833,S10248,15,8,34,32,3/29/2025
L7834,S5556,15,7,25,42,7/14/2024
L7835,S9217,13,9,24,15,1/5/2024
L7836,S4307,15,8,14,43,2/5/2024
L7837,S13345,3,1,10,79,3/22/2025
L7838,S1118,3,3,37,12,2/23/2025
L7839,S6215,13,4,27,38,6/26/2024
L7840,S12150,12,3,49,59,10/18/2024
L7841,S5109,10,6,18,13,4/30/2024
L7842,S2095,1,5,27,113,12/2/2024
L7843,S4992,11,8,36,40,8/8/2025
L7844,S3848,11,3,43,23,4/8/2024
L7845,S7232,9,2,9,28,4/12/2024
L7846,S6592,6,7,14,101,4/10/2025
L7847,S8968,3,8,19,84,9/4/2024
L7848,S10791,16,9,23,62,7/1/2025
L7849,S8128,2,6,44,88,9/13/2025
L7850,S5846,10,8,30,73,9/3/2025
L7851,S12360,12,5,30,57,11/21/2024
L7852,S9487,11,1,30,83,1/18/2025
L7853,S5004,5,9,11,115,3/23/2024
L7854,S6116,6,2,36,94,5/18/2024
L7855,S14631,9,2,31,15,2/12/2025
L7856,S1228,1,5,24,13,4/13/2024
L7857,S7838,14,1,40,119,8/11/2025
L7858,S12018,11,2,43,33,11/11/2024
L7859,S12149,12,8,15,33,10/14/2025
L7860,S11560,6,3,6,23,3/3/2024
L7861,S6045,8,9,11,117,2/21/2024
L7862,S12953,9,7,47,17,5/4/2024
L7863,S7554,11,7,18,37,12/9/2024
L7864,S10268,8,9,37,48,10/15/2024
L7865,S3878,7,8,13,41,4/23/2025
L7866,S8939,8,9,20,45,5/25/2024
L7867,S2373,14,3,40,104,9/21/2024
L7868,S7503,15,9,28,92,11/27/2024
L7869,S3240,9,5,15,84,6/26/2025
L7870,S14262,14,2,22,85,10/2/2025
L7871,S3886,16,8,21,119,7/10/2025
L7872,S7615,14,3,17,27,8/12/2024
L7873,S13875,6,9,45,57,9/30/2024
L7874,S3007,16,6,16,67,2/3/2025
L7875,S9324,7,2,45,96,7/7/2024
L7876,S9670,4,5,43,57,10/11/2025
L7877,S11620,6,2,35,111,9/12/2025
L7878,S5610,2,9,15,86,6/20/2025
L7879,S13645,9,6,32,47,1/12/2024
L7880,S2849,9,5,48,90,8/20/2025
L7881,S8980,10,2,12,85,11/17/2024
L7882,S14184,10,7,12,42,4/3/2025
L7883,S14279,10,3,9,116,7/27/2024
L7884,S8332,2,3,31,107,5/11/2025
L7885,S13838,15,3,17,42,10/15/2025
L7886,S7493,4,2,6,91,3/29/2024
L7887,S6930,11,9,49,41,5/2/2025
L7888,S12406,8,9,16,116,12/15/2024
L7889,S1549,14,2,32,34,2/10/2025
L7890,S7484,4,9,45,47,8/29/2025
L7891,S4940,3,6,26,88,8/12/2024
L7892,S7038,5,2,20,87,2/17/2025
L7893,S11305,14,8,49,91,9/11/2025
L7894,S4199,14,9,13,119,7/24/2025
L7895,S4814,4,9,31,27,4/27/2024
L7896,S13515,10,1,27,21,10/9/2025
L7897,S13003,2,2,8,111,8/11/2024
L7898,S8052,6,1,13,115,2/1/2025
L7899,S2105,13,9,34,106,6/23/2024
L7900,S10084,7,7,33,31,1/10/2024
L7901,S12007,8,1,42,115,7/8/2024
L7902,S13838,11,5,39,66,8/28/2025
L7903,S7042,11,6,5,54,1/14/2024
L7904,S11302,12,7,39,116,4/30/2025
L7905,S6996,1,7,48,71,3/17/2025
L7906,S13815,3,7,39,114,1/18/2025
L7907,S13520,8,4,21,67,6/1/2025
L7908,S4969,9,8,6,77,2/6/2024
L7909,S6066,4,3,10,20,3/12/2025
L7910,S2490,13,8,36,64,2/22/2024
L7911,S3307,13,5,31,31,7/1/2025
L7912,S3524,5,5,21,106,6/16/2024
L7913,S7618,15,8,29,29,6/11/2024
L7914,S10951,7,6,17,26,9/4/2025
L7915,S5513,2,2,20,68,11/7/2024
L7916,S2464,2,9,42,85,9/27/2025
L7917,S10249,15,1,47,33,5/15/2024
L7918,S1487,2,6,19,51,5/20/2024
L7919,S10467,14,5,12,103,12/20/2024
L7920,S6682,16,3,30,89,11/22/2024
L7921,S2018,10,5,8,59,9/1/2025
L7922,S14558,1,9,28,71,3/10/2025
L7923,S10937,4,4,35,80,5/8/2024
L7924,S1775,15,5,37,43,5/14/2024
L7925,S9659,7,8,40,112,7/8/2024
L7926,S8708,13,6,14,58,1/20/2024
L7927,S4727,7,8,32,70,10/19/2024
L7928,S1031,12,7,14,66,10/5/2025
L7929,S10021,11,6,22,114,4/16/2025
L7930,S3684,1,9,44,75,10/3/2025
L7931,S1356,5,9,44,77,9/10/2024
L7932,S1837,13,2,49,12,8/14/2025
L7933,S14496,7,4,21,18,4/15/2025
L7934,S10976,15,5,37,108,1/31/2025
L7935,S10505,5,2,9,45,9/27/2025
L7936,S4049,1,1,21,97,4/1/2025
L7937,S1777,5,9,13,47,10/10/2024
L7938,S4728,7,2,45,63,1/3/2025
L7939,S13832,6,4,45,64,4/24/2024
L7940,S2072,15,1,28,75,3/4/2025
L7941,S11227,2,5,6,42,5/23/2024
L7942,S11247,11,1,49,87,5/3/2024
L7943,S8024,12,8,48,28,10/11/2025
L7944,S12042,3,5,31,34,6/17/2024
L7945,S13470,5,8,8,38,7/15/2025
L7946,S7479,2,9,17,82,4/22/2025
L7947,S9571,11,8,49,90,6/7/2025
L7948,S7081,3,5,25,69,7/10/2024
L7949,S2618,7,3,23,49,8/29/2025
L7950,S9775,15,1,45,21,8/30/2025
L7951,S11862,1,2,15,19,8/30/2025
L7952,S14055,1,6,33,24,7/20/2024
L7953,S8375,5,9,33,96,8/5/2025
L7954,S7852,4,1,48,27,9/4/2024
L7955,S4661,3,3,34,66,10/23/2024
L7956,S11856,6,3,11,44,6/20/2024
L7957,S3838,6,9,48,82,8/16/2025
L7958,S14328,5,2,40,73,6/14/2024
L7959,S9254,16,3,7,55,6/14/2024
L7960,S9924,1,4,31,29,11/23/2024
L7961,S14781,6,7,24,108,4/19/2024
L7962,S2040,10,5,48,41,8/27/2025
L7963,S4353,4,8,35,95,4/10/2024
L7964,S11197,8,2,33,21,7/25/2024
L7965,S7170,15,9,5,23,8/9/2025
L7966,S8144,9,2,13,39,7/20/2024
L7967,S7790,8,8,46,98,4/21/2024
L7968,S1314,5,9,31,117,12/11/2024
L7969,S1134,3,4,29,111,6/28/2025
L7970,S14652,15,5,21,86,2/28/2024
L7971,S2071,10,3,12,88,7/20/2025
L7972,S6174,15,3,31,31,6/28/2025
L7973,S8047,4,5,33,85,2/19/2024
L7974,S14563,2,8,9,48,3/29/2025
L7975,S3038,7,9,22,42,12/24/2024
L7976,S14313,10,8,36,115,8/11/2025
L7977,S5025,13,5,27,22,6/8/2024
L7978,S7714,3,3,47,30,1/30/2025
L7979,S9262,5,4,44,75,5/13/2024
L7980,S9957,1,1,42,38,4/18/2025
L7981,S14132,15,5,46,77,1/27/2024
L7982,S3207,2,7,22,19,3/10/2024
L7983,S7665,10,7,28,53,9/28/2025
L7984,S1288,2,2,36,68,2/5/2024
L7985,S12940,6,8,15,52,8/1/2024
L7986,S14006,7,1,46,94,9/25/2024
L7987,S4435,14,6,27,54,1/20/2024
L7988,S8254,6,3,41,99,3/13/2024
L7989,S3459,15,2,29,107,5/7/2025
L7990,S14766,1,5,20,86,2/26/2025
L7991,S2205,14,4,18,70,10/18/2024
L7992,S14369,11,1,19,70,4/9/2025
L7993,S13618,5,7,26,78,5/7/2025
L7994,S4250,4,9,19,100,12/22/2024
L7995,S9494,10,1,43,35,10/12/2024
L7996,S9447,13,9,36,119,10/22/2024
L7997,S13707,3,6,19,37,4/16/2025
L7998,S3229,15,1,41,55,6/16/2025
L7999,S3812,12,5,34,58,4/11/2025
L8000,S7029,1,4,34,54,7/2/2025
L8001,S5251,10,3,20,40,11/11/2024
L8002,S2200,5,7,26,93,6/22/2024
L8003,S12712,5,3,48,114,8/31/2025
L8004,S9676,11,9,32,57,5/23/2024
L8005,S5617,2,8,36,72,8/23/2025
L8006,S5686,4,1,8,10,6/8/2024
L8007,S3186,4,9,21,68,8/10/2025
L8008,S4029,13,3,20,110,12/26/2024
L8009,S10409,2,8,15,105,4/21/2024
L8010,S10476,13,2,37,97,1/11/2024
L8011,S9372,5,5,44,85,11/17/2024
L8012,S5878,1,9,37,105,8/29/2024
L8013,S13152,15,3,45,26,6/23/2024
L8014,S11338,12,3,32,115,4/20/2024
L8015,S7265,15,7,22,92,8/10/2024
L8016,S13509,8,5,31,103,8/25/2024
L8017,S9032,12,8,44,87,5/6/2024
L8018,S7296,2,1,21,55,8/30/2025
L8019,S12846,12,6,43,39,9/29/2025
L8020,S6931,3,8,8,35,3/3/2024
L8021,S2832,1,4,6,78,12/4/2024
L8022,S3413,13,3,6,47,8/26/2025
L8023,S2154,8,5,45,74,5/25/2025
L8024,S12405,6,9,39,62,1/28/2024
L8025,S9351,14,1,21,108,5/5/2025
L8026,S4516,9,8,49,33,1/30/2024
L8027,S4375,11,7,40,34,1/26/2024
L8028,S12618,2,7,27,43,3/17/2024
L8029,S5735,15,8,8,115,3/2/2025
L8030,S14271,1,6,22,71,8/2/2025
L8031,S10959,10,4,33,101,12/3/2024
L8032,S10602,11,4,43,98,3/11/2025
L8033,S1255,11,7,35,87,5/15/2024
L8034,S3388,5,4,29,61,6/28/2025
L8035,S13323,12,1,17,30,7/29/2025
L8036,S4222,16,5,27,87,8/13/2024
L8037,S8215,5,2,17,62,6/16/2025
L8038,S13762,13,2,29,99,6/23/2024
L8039,S14534,9,6,19,70,7/24/2024
L8040,S10055,15,9,16,112,4/1/2025
L8041,S3822,8,3,16,64,7/27/2024
L8042,S11713,10,1,18,42,9/19/2025
L8043,S6487,3,1,6,24,12/1/2024
L8044,S6579,12,4,35,68,11/13/2024
L8045,S8571,5,5,37,58,6/17/2024
L8046,S1417,1,9,41,10,1/6/2024
L8047,S11150,15,3,11,90,8/13/2024
L8048,S9008,8,2,32,75,5/22/2025
L8049,S8317,9,6,6,21,5/21/2024
L8050,S13192,3,7,29,76,11/16/2024
L8051,S8838,13,1,47,88,9/4/2024
L8052,S9366,4,7,31,55,10/5/2024
L8053,S9208,9,4,24,50,1/15/2025
L8054,S11580,8,8,45,21,3/27/2025
L8055,S8997,6,9,11,12,10/13/2024
L8056,S9928,9,8,43,93,6/30/2025
L8057,S1586,8,9,8,52,4/28/2024
L8058,S3296,1,7,17,26,2/24/2024
L8059,S11391,3,5,21,104,7/8/2025
L8060,S12674,3,4,24,65,9/9/2025
L8061,S6313,1,9,32,104,6/11/2024
L8062,S9317,14,2,42,86,2/11/2024
L8063,S2065,9,4,49,113,7/18/2024
L8064,S5849,15,8,30,11,2/7/2025
L8065,S7094,8,8,46,58,7/27/2024
L8066,S9187,13,2,20,78,10/16/2025
L8067,S12048,13,9,39,52,4/5/2025
L8068,S6043,1,6,39,73,8/28/2025
L8069,S3533,9,5,29,110,9/30/2025
L8070,S1032,11,2,20,105,1/28/2025
L8071,S11583,9,7,12,15,9/18/2025
L8072,S12138,1,6,26,64,7/13/2024
L8073,S4404,14,1,32,16,2/9/2024
L8074,S13187,15,3,24,90,3/28/2024
L8075,S13169,13,6,49,106,2/3/2025
L8076,S4944,13,8,38,112,10/9/2024
L8077,S4976,1,7,44,93,10/24/2024
L8078,S2580,4,5,7,53,5/29/2025
L8079,S4138,10,8,49,20,12/18/2024
L8080,S2362,13,3,26,48,7/10/2024
L8081,S1706,10,9,16,113,1/10/2025
L8082,S14220,6,1,13,72,3/21/2024
L8083,S6088,4,1,21,87,8/31/2024
L8084,S11847,4,8,32,107,6/4/2025
L8085,S7354,4,5,14,44,7/5/2025
L8086,S8317,7,4,42,59,5/20/2025
L8087,S9531,11,6,27,22,12/17/2024
L8088,S11722,10,8,9,81,12/25/2024
L8089,S12691,4,8,28,56,5/10/2025
L8090,S10067,4,3,6,105,3/7/2025
L8091,S7457,12,1,34,16,2/15/2025
L8092,S3328,14,3,25,14,4/8/2025
L8093,S14493,6,1,27,33,4/22/2024
L8094,S9192,5,4,22,115,4/24/2025
L8095,S8492,2,4,32,63,11/23/2024
L8096,S13548,10,6,44,65,6/27/2024
L8097,S11784,1,5,37,60,4/1/2025
L8098,S10831,5,7,42,30,11/17/2024
L8099,S8712,16,4,21,95,5/11/2025
L8100,S13463,13,5,21,108,8/18/2024
L8101,S14439,3,5,29,75,9/7/2025
L8102,S4786,8,1,10,113,7/3/2024
L8103,S5804,15,2,25,112,9/18/2025
L8104,S9772,14,5,45,104,3/21/2024
L8105,S1431,10,9,49,94,9/7/2025
L8106,S2327,6,6,13,73,1/16/2025
L8107,S11478,10,8,21,101,8/14/2024
L8108,S11585,16,7,12,32,2/22/2025
L8109,S3184,13,1,43,76,7/15/2024
L8110,S5106,16,4,21,98,2/28/2024
L8111,S9609,2,9,37,44,1/30/2024
L8112,S7973,10,6,23,46,2/29/2024
L8113,S14338,9,4,5,38,9/19/2025
L8114,S3542,2,9,9,111,8/15/2024
L8115,S1986,4,7,29,98,9/19/2024
L8116,S10684,15,6,6,88,3/24/2025
L8117,S10135,9,7,9,114,2/15/2025
L8118,S12842,15,8,41,79,4/19/2024
L8119,S3485,4,9,47,63,5/31/2024
L8120,S2493,11,7,12,56,8/7/2025
L8121,S6084,12,2,48,53,8/25/2024
L8122,S1791,3,8,44,59,10/3/2025
L8123,S12643,4,1,26,34,2/4/2025
L8124,S9759,5,4,24,29,1/31/2024
L8125,S12708,10,6,9,78,9/15/2024
L8126,S12831,3,3,42,65,6/6/2024
L8127,S3447,6,3,36,52,10/27/2024
L8128,S4871,6,3,35,67,5/29/2024
L8129,S6614,5,6,39,98,3/15/2025
L8130,S4443,12,5,48,54,7/22/2025
L8131,S6466,15,3,32,116,10/19/2024
L8132,S14584,10,4,29,100,7/10/2024
L8133,S11045,16,4,35,74,7/2/2025
L8134,S10103,16,4,24,20,3/21/2024
L8135,S2515,1,7,34,45,8/23/2025
L8136,S2024,3,1,5,99,7/16/2025
L8137,S14175,16,4,47,45,3/30/2025
L8138,S8509,3,9,13,47,9/18/2025
L8139,S5243,4,4,12,19,5/20/2025
L8140,S4549,6,4,33,35,10/6/2025
L8141,S9328,6,5,35,11,9/5/2025
L8142,S2342,9,5,6,16,12/18/2024
L8143,S13326,9,7,48,20,10/1/2024
L8144,S4403,8,5,42,33,3/5/2025
L8145,S7140,12,2,7,80,4/5/2025
L8146,S13764,6,6,10,106,6/25/2025
L8147,S2185,5,1,47,82,11/26/2024
L8148,S2457,13,6,18,102,10/10/2025
L8149,S9452,16,2,43,77,4/9/2024
L8150,S10858,13,8,36,24,3/28/2025
L8151,S5311,5,1,39,76,5/9/2024
L8152,S3666,13,2,30,42,6/3/2024
L8153,S5512,1,9,10,48,6/10/2025
L8154,S9512,4,7,11,92,7/29/2024
L8155,S9309,6,7,7,20,3/18/2025
L8156,S10516,6,8,13,68,4/28/2024
L8157,S13750,1,5,15,12,8/25/2024
L8158,S6439,9,1,21,54,7/29/2025
L8159,S4803,2,2,33,41,1/21/2025
L8160,S2917,1,7,35,108,5/20/2024
L8161,S1645,5,2,37,45,4/2/2024
L8162,S13522,10,1,9,46,5/5/2024
L8163,S5443,9,4,6,78,4/28/2025
L8164,S13046,6,8,7,71,6/14/2025
L8165,S4618,3,1,22,28,3/24/2025
L8166,S4865,11,2,16,95,8/12/2025
L8167,S6703,3,1,41,13,1/21/2025
L8168,S3036,3,8,16,39,12/11/2024
L8169,S10961,4,4,12,76,10/11/2024
L8170,S14252,13,5,23,100,5/4/2025
L8171,S1376,15,3,49,33,4/1/2025
L8172,S8502,4,1,37,50,2/28/2024
L8173,S4510,2,1,37,50,4/2/2024
L8174,S14654,16,6,34,71,10/21/2024
L8175,S7847,5,6,10,19,6/9/2024
L8176,S7903,16,4,42,40,8/27/2025
L8177,S2485,16,2,12,79,6/23/2025
L8178,S7128,14,6,45,118,2/28/2025
L8179,S5585,14,7,25,93,2/15/2025
L8180,S8531,4,3,21,91,10/19/2024
L8181,S3769,6,8,38,50,10/11/2025
L8182,S1650,2,9,49,19,10/25/2024
L8183,S11614,13,8,20,25,1/30/2025
L8184,S7210,13,9,16,91,6/14/2025
L8185,S4555,9,5,45,23,8/26/2025
L8186,S13782,11,6,13,87,4/21/2025
L8187,S13541,2,7,37,61,6/7/2024
L8188,S13758,13,9,14,103,8/25/2025
L8189,S3254,6,2,19,95,1/1/2025
L8190,S11218,7,7,20,92,5/15/2024
L8191,S11077,4,4,45,115,5/14/2024
L8192,S11081,15,6,5,23,6/13/2024
L8193,S9677,15,5,24,13,1/29/2025
L8194,S14040,15,7,17,45,3/26/2024
L8195,S6321,1,5,6,115,10/26/2024
L8196,S4059,6,4,32,78,5/29/2024
L8197,S9267,1,2,49,109,6/21/2024
L8198,S1865,2,9,23,65,7/28/2024
L8199,S8063,4,7,11,108,5/23/2024
L8200,S7387,11,1,8,98,11/21/2024
