Insight_ID,Student_ID,Risk_Level,Message,Date,Semester
I5777,S6777,Low,Keep up the great work!,7/12/2024,Fall 2024
I5778,S6778,Medium,Consider reaching out to your academic coach.,8/28/2025,Spring 2025
I5779,S6779,Low,Attendance could be improved.,7/29/2025,Spring 2025
I5780,S6780,Low,Consider reaching out to your academic coach.,11/27/2024,Fall 2024
I5781,S6781,Low,"You’re doing well, stay consistent.",10/6/2025,Spring 2025
I5782,S6782,Low,Keep up the great work!,1/8/2025,Spring 2025
I5783,S6783,High,Consider reaching out to your academic coach.,8/15/2024,Fall 2024
I5784,S6784,Medium,Attendance could be improved.,3/3/2024,Spring 2024
I5785,S6785,High,"You’re doing well, stay consistent.",8/31/2024,Fall 2024
I5786,S6786,High,Attendance could be improved.,3/24/2025,Spring 2025
I5787,S6787,Low,Keep up the great work!,3/16/2024,Spring 2024
I5788,S6788,Low,"You’re doing well, stay consistent.",7/19/2025,Spring 2025
I5789,S6789,Medium,Consider reaching out to your academic coach.,2/16/2025,Spring 2025
I5790,S6790,High,Consider reaching out to your academic coach.,7/25/2025,Spring 2025
I5791,S6791,Medium,"You’re doing well, stay consistent.",8/14/2024,Fall 2024
I5792,S6792,Low,Attendance could be improved.,1/9/2025,Spring 2025
I5793,S6793,Medium,Attendance could be improved.,2/5/2025,Spring 2025
I5794,S6794,High,Consider reaching out to your academic coach.,2/19/2024,Spring 2024
I5795,S6795,Low,Keep up the great work!,9/4/2025,Spring 2025
I5796,S6796,Low,Attendance could be improved.,11/26/2024,Fall 2024
I5797,S6797,Medium,Consider reaching out to your academic coach.,9/22/2025,Spring 2025
I5798,S6798,Medium,Attendance could be improved.,1/15/2024,Spring 2024
I5799,S6799,Low,Attendance could be improved.,1/25/2024,Spring 2024
I5800,S6800,Medium,"You’re doing well, stay consistent.",11/4/2024,Fall 2024
I5801,S6801,Medium,Consider reaching out to your academic coach.,2/17/2024,Spring 2024
I5802,S6802,Low,Attendance could be improved.,11/2/2024,Fall 2024
I5803,S6803,Low,"You’re doing well, stay consistent.",4/9/2025,Spring 2025
I5804,S6804,High,Consider reaching out to your academic coach.,8/13/2025,Spring 2025
I5805,S6805,High,Consider reaching out to your academic coach.,2/14/2025,Spring 2025
I5806,S6806,High,Consider reaching out to your academic coach.,4/22/2025,Spring 2025
I5807,S6807,High,Consider reaching out to your academic coach.,3/7/2024,Spring 2024
I5808,S6808,Low,Consider reaching out to your academic coach.,8/26/2025,Spring 2025
I5809,S6809,Medium,"You’re doing well, stay consistent.",3/12/2025,Spring 2025
I5810,S6810,Low,Keep up the great work!,8/19/2024,Fall 2024
I5811,S6811,Medium,Keep up the great work!,7/19/2025,Spring 2025
I5812,S6812,Low,"You’re doing well, stay consistent.",12/28/2024,Fall 2024
I5813,S6813,Medium,Attendance could be improved.,2/7/2025,Spring 2025
I5814,S6814,Medium,"You’re doing well, stay consistent.",6/6/2025,Spring 2025
I5815,S6815,Low,Consider reaching out to your academic coach.,12/10/2024,Fall 2024
I5816,S6816,Medium,Attendance could be improved.,9/8/2024,Fall 2024
I5817,S6817,High,Attendance could be improved.,6/8/2025,Spring 2025
I5818,S6818,High,Consider reaching out to your academic coach.,1/6/2024,Spring 2024
I5819,S6819,Low,Attendance could be improved.,7/23/2025,Spring 2025
I5820,S6820,Low,Attendance could be improved.,6/4/2024,Fall 2024
I5821,S6821,Low,Attendance could be improved.,6/30/2025,Spring 2025
I5822,S6822,Medium,Attendance could be improved.,1/8/2025,Spring 2025
I5823,S6823,High,Keep up the great work!,5/29/2025,Spring 2025
I5824,S6824,Low,Keep up the great work!,5/27/2025,Spring 2025
I5825,S6825,Low,Attendance could be improved.,2/4/2025,Spring 2025
I5826,S6826,Medium,Consider reaching out to your academic coach.,4/22/2025,Spring 2025
I5827,S6827,High,Keep up the great work!,5/14/2025,Spring 2025
I5828,S6828,High,Attendance could be improved.,3/29/2025,Spring 2025
I5829,S6829,Low,Keep up the great work!,3/14/2024,Spring 2024
I5830,S6830,Low,Consider reaching out to your academic coach.,9/10/2025,Spring 2025
I5831,S6831,Low,"You’re doing well, stay consistent.",11/29/2024,Fall 2024
I5832,S6832,Low,Attendance could be improved.,2/3/2025,Spring 2025
I5833,S6833,Low,Attendance could be improved.,4/28/2025,Spring 2025
I5834,S6834,Medium,Keep up the great work!,3/29/2025,Spring 2025
I5835,S6835,Low,Attendance could be improved.,6/28/2025,Spring 2025
I5836,S6836,Low,Keep up the great work!,4/3/2025,Spring 2025
I5837,S6837,Low,Attendance could be improved.,7/6/2025,Spring 2025
I5838,S6838,Low,"You’re doing well, stay consistent.",9/4/2024,Fall 2024
I5839,S6839,Low,Keep up the great work!,7/25/2025,Spring 2025
I5840,S6840,Low,Keep up the great work!,11/30/2024,Fall 2024
I5841,S6841,Low,Keep up the great work!,8/1/2024,Fall 2024
I5842,S6842,Low,"You’re doing well, stay consistent.",5/16/2024,Spring 2024
I5843,S6843,Medium,Attendance could be improved.,8/5/2025,Spring 2025
I5844,S6844,Low,Consider reaching out to your academic coach.,5/22/2024,Spring 2024
I5845,S6845,Low,Consider reaching out to your academic coach.,3/25/2024,Spring 2024
I5846,S6846,Low,Keep up the great work!,1/3/2024,Spring 2024
I5847,S6847,Low,Keep up the great work!,5/18/2025,Spring 2025
I5848,S6848,Medium,Keep up the great work!,2/15/2024,Spring 2024
I5849,S6849,Low,"You’re doing well, stay consistent.",6/21/2024,Fall 2024
I5850,S6850,Low,Keep up the great work!,3/17/2025,Spring 2025
I5851,S6851,High,Attendance could be improved.,1/9/2024,Spring 2024
I5852,S6852,High,Consider reaching out to your academic coach.,9/23/2025,Spring 2025
I5853,S6853,Low,Consider reaching out to your academic coach.,8/30/2025,Spring 2025
I5854,S6854,Low,Attendance could be improved.,11/23/2024,Fall 2024
I5855,S6855,Low,Attendance could be improved.,8/19/2025,Spring 2025
I5856,S6856,Low,Consider reaching out to your academic coach.,9/5/2024,Fall 2024
I5857,S6857,Low,"You’re doing well, stay consistent.",7/12/2024,Fall 2024
I5858,S6858,Low,Keep up the great work!,10/26/2024,Fall 2024
I5859,S6859,High,"You’re doing well, stay consistent.",5/4/2024,Spring 2024
I5860,S6860,Low,Attendance could be improved.,9/27/2024,Fall 2024
I5861,S6861,Low,Keep up the great work!,2/22/2025,Spring 2025
I5862,S6862,Low,"You’re doing well, stay consistent.",7/19/2024,Fall 2024
I5863,S6863,High,"You’re doing well, stay consistent.",1/10/2024,Spring 2024
I5864,S6864,Medium,Consider reaching out to your academic coach.,3/30/2024,Spring 2024
I5865,S6865,Medium,Keep up the great work!,9/8/2025,Spring 2025
I5866,S6866,Low,Attendance could be improved.,11/1/2024,Fall 2024
I5867,S6867,Medium,Attendance could be improved.,5/12/2025,Spring 2025
I5868,S6868,Medium,Consider reaching out to your academic coach.,1/2/2024,Spring 2024
I5869,S6869,Medium,"You’re doing well, stay consistent.",8/16/2024,Fall 2024
I5870,S6870,Low,Consider reaching out to your academic coach.,4/23/2024,Spring 2024
I5871,S6871,Low,"You’re doing well, stay consistent.",11/9/2024,Fall 2024
I5872,S6872,Low,Attendance could be improved.,4/28/2025,Spring 2025
I5873,S6873,Medium,"You’re doing well, stay consistent.",3/26/2025,Spring 2025
I5874,S6874,Low,Attendance could be improved.,9/22/2024,Fall 2024
I5875,S6875,Low,Attendance could be improved.,12/4/2024,Fall 2024
I5876,S6876,Medium,"You’re doing well, stay consistent.",4/10/2024,Spring 2024
I5877,S6877,High,Consider reaching out to your academic coach.,9/7/2025,Spring 2025
I5878,S6878,Low,Attendance could be improved.,5/5/2024,Spring 2024
I5879,S6879,Low,"You’re doing well, stay consistent.",3/17/2025,Spring 2025
I5880,S6880,Low,Consider reaching out to your academic coach.,5/22/2024,Spring 2024
I5881,S6881,Low,Keep up the great work!,11/6/2024,Fall 2024
I5882,S6882,Low,Consider reaching out to your academic coach.,1/18/2024,Spring 2024
I5883,S6883,High,Attendance could be improved.,9/8/2025,Spring 2025
I5884,S6884,Low,"You’re doing well, stay consistent.",9/8/2024,Fall 2024
I5885,S6885,High,Consider reaching out to your academic coach.,7/3/2025,Spring 2025
I5886,S6886,Low,Keep up the great work!,1/24/2024,Spring 2024
I5887,S6887,Low,Keep up the great work!,8/15/2024,Fall 2024
I5888,S6888,Low,"You’re doing well, stay consistent.",6/10/2025,Spring 2025
I5889,S6889,Medium,Consider reaching out to your academic coach.,3/10/2025,Spring 2025
I5890,S6890,High,Attendance could be improved.,9/18/2025,Spring 2025
I5891,S6891,Low,Consider reaching out to your academic coach.,1/9/2024,Spring 2024
I5892,S6892,Medium,Consider reaching out to your academic coach.,1/13/2024,Spring 2024
I5893,S6893,Low,"You’re doing well, stay consistent.",5/13/2024,Spring 2024
I5894,S6894,Low,Consider reaching out to your academic coach.,10/16/2025,Spring 2025
I5895,S6895,Low,Consider reaching out to your academic coach.,5/30/2024,Spring 2024
I5896,S6896,High,Consider reaching out to your academic coach.,6/22/2024,Fall 2024
I5897,S6897,Low,Keep up the great work!,1/28/2025,Spring 2025
I5898,S6898,Medium,Attendance could be improved.,5/22/2025,Spring 2025
I5899,S6899,Low,Consider reaching out to your academic coach.,1/22/2025,Spring 2025
I5900,S6900,Low,Attendance could be improved.,3/28/2025,Spring 2025
I5901,S6901,Medium,Keep up the great work!,7/5/2024,Fall 2024
I5902,S6902,Medium,"You’re doing well, stay consistent.",6/4/2024,Fall 2024
I5903,S6903,Low,"You’re doing well, stay consistent.",2/16/2025,Spring 2025
I5904,S6904,Medium,Consider reaching out to your academic coach.,9/27/2025,Spring 2025
I5905,S6905,Medium,Keep up the great work!,4/11/2025,Spring 2025
I5906,S6906,Low,"You’re doing well, stay consistent.",10/19/2025,Spring 2025
I5907,S6907,Medium,Keep up the great work!,7/16/2025,Spring 2025
I5908,S6908,Low,Consider reaching out to your academic coach.,3/8/2024,Spring 2024
I5909,S6909,Medium,"You’re doing well, stay consistent.",5/10/2025,Spring 2025
I5910,S6910,Medium,Keep up the great work!,7/3/2025,Spring 2025
I5911,S6911,Medium,Consider reaching out to your academic coach.,2/12/2024,Spring 2024
I5912,S6912,Low,Attendance could be improved.,6/29/2025,Spring 2025
I5913,S6913,Low,Keep up the great work!,6/2/2024,Fall 2024
I5914,S6914,Medium,Consider reaching out to your academic coach.,6/2/2024,Fall 2024
I5915,S6915,Medium,Keep up the great work!,10/15/2025,Spring 2025
I5916,S6916,Low,Keep up the great work!,4/17/2025,Spring 2025
I5917,S6917,Low,Consider reaching out to your academic coach.,1/27/2024,Spring 2024
I5918,S6918,Low,Keep up the great work!,9/21/2024,Fall 2024
I5919,S6919,Low,"You’re doing well, stay consistent.",8/1/2024,Fall 2024
I5920,S6920,Medium,"You’re doing well, stay consistent.",11/4/2024,Fall 2024
I5921,S6921,Medium,Consider reaching out to your academic coach.,10/2/2024,Fall 2024
I5922,S6922,Low,"You’re doing well, stay consistent.",10/18/2025,Spring 2025
I5923,S6923,High,Attendance could be improved.,8/17/2024,Fall 2024
I5924,S6924,Low,Keep up the great work!,2/10/2024,Spring 2024
I5925,S6925,Low,Attendance could be improved.,8/7/2025,Spring 2025
I5926,S6926,Low,Consider reaching out to your academic coach.,11/9/2024,Fall 2024
I5927,S6927,Low,"You’re doing well, stay consistent.",6/20/2025,Spring 2025
I5928,S6928,Low,Keep up the great work!,12/19/2024,Fall 2024
I5929,S6929,Low,"You’re doing well, stay consistent.",1/21/2025,Spring 2025
I5930,S6930,Low,Keep up the great work!,5/17/2024,Spring 2024
I5931,S6931,Medium,"You’re doing well, stay consistent.",12/15/2024,Fall 2024
I5932,S6932,Low,Keep up the great work!,9/21/2024,Fall 2024
I5933,S6933,Low,Consider reaching out to your academic coach.,1/30/2025,Spring 2025
I5934,S6934,Low,"You’re doing well, stay consistent.",8/27/2025,Spring 2025
I5935,S6935,High,Consider reaching out to your academic coach.,10/20/2024,Fall 2024
I5936,S6936,Medium,Attendance could be improved.,8/3/2024,Fall 2024
I5937,S6937,High,Attendance could be improved.,5/14/2025,Spring 2025
I5938,S6938,Medium,Keep up the great work!,9/14/2025,Spring 2025
I5939,S6939,Medium,"You’re doing well, stay consistent.",5/24/2024,Spring 2024
I5940,S6940,Medium,Attendance could be improved.,3/10/2024,Spring 2024
I5941,S6941,Medium,Keep up the great work!,12/13/2024,Fall 2024
I5942,S6942,High,Attendance could be improved.,9/19/2025,Spring 2025
I5943,S6943,Low,Keep up the great work!,7/4/2025,Spring 2025
I5944,S6944,Medium,Consider reaching out to your academic coach.,11/25/2024,Fall 2024
I5945,S6945,High,Keep up the great work!,1/12/2025,Spring 2025
I5946,S6946,High,Consider reaching out to your academic coach.,5/7/2025,Spring 2025
I5947,S6947,Low,"You’re doing well, stay consistent.",2/8/2024,Spring 2024
I5948,S6948,High,"You’re doing well, stay consistent.",7/24/2024,Fall 2024
I5949,S6949,Low,Attendance could be improved.,2/8/2024,Spring 2024
I5950,S6950,Medium,"You’re doing well, stay consistent.",3/14/2025,Spring 2025
I5951,S6951,High,Attendance could be improved.,8/26/2025,Spring 2025
I5952,S6952,High,"You’re doing well, stay consistent.",2/9/2025,Spring 2025
I5953,S6953,Medium,Keep up the great work!,7/25/2024,Fall 2024
I5954,S6954,Low,Keep up the great work!,9/23/2024,Fall 2024
I5955,S6955,Medium,Consider reaching out to your academic coach.,6/27/2024,Fall 2024
I5956,S6956,Low,Attendance could be improved.,6/4/2025,Spring 2025
I5957,S6957,Medium,Attendance could be improved.,11/2/2024,Fall 2024
I5958,S6958,Medium,Consider reaching out to your academic coach.,4/1/2025,Spring 2025
I5959,S6959,Medium,"You’re doing well, stay consistent.",12/2/2024,Fall 2024
I5960,S6960,Medium,"You’re doing well, stay consistent.",10/2/2025,Spring 2025
I5961,S6961,Medium,Consider reaching out to your academic coach.,12/17/2024,Fall 2024
I5962,S6962,Low,Keep up the great work!,3/3/2025,Spring 2025
I5963,S6963,Low,Consider reaching out to your academic coach.,10/19/2024,Fall 2024
I5964,S6964,Low,"You’re doing well, stay consistent.",7/10/2025,Spring 2025
I5965,S6965,Medium,Keep up the great work!,5/26/2024,Spring 2024
I5966,S6966,Low,"You’re doing well, stay consistent.",10/3/2024,Fall 2024
I5967,S6967,Low,"You’re doing well, stay consistent.",5/18/2025,Spring 2025
I5968,S6968,Low,"You’re doing well, stay consistent.",9/5/2024,Fall 2024
I5969,S6969,Medium,"You’re doing well, stay consistent.",4/30/2025,Spring 2025
I5970,S6970,High,"You’re doing well, stay consistent.",5/10/2025,Spring 2025
I5971,S6971,Low,Consider reaching out to your academic coach.,11/14/2024,Fall 2024
I5972,S6972,Medium,Consider reaching out to your academic coach.,9/27/2024,Fall 2024
I5973,S6973,Low,Attendance could be improved.,1/2/2025,Spring 2025
I5974,S6974,High,Keep up the great work!,5/27/2024,Spring 2024
I5975,S6975,Medium,Consider reaching out to your academic coach.,4/13/2024,Spring 2024
I5976,S6976,Low,Keep up the great work!,10/26/2024,Fall 2024
I5977,S6977,Medium,Attendance could be improved.,5/16/2025,Spring 2025
I5978,S6978,Low,Keep up the great work!,9/18/2025,Spring 2025
I5979,S6979,Low,Attendance could be improved.,10/4/2025,Spring 2025
I5980,S6980,Low,Keep up the great work!,5/29/2024,Spring 2024
I5981,S6981,High,"You’re doing well, stay consistent.",4/2/2025,Spring 2025
I5982,S6982,Low,Attendance could be improved.,2/3/2024,Spring 2024
I5983,S6983,Medium,"You’re doing well, stay consistent.",2/15/2024,Spring 2024
I5984,S6984,Low,Attendance could be improved.,7/30/2024,Fall 2024
I5985,S6985,High,Keep up the great work!,12/30/2024,Fall 2024
I5986,S6986,High,Consider reaching out to your academic coach.,8/11/2024,Fall 2024
I5987,S6987,Low,Consider reaching out to your academic coach.,1/22/2024,Spring 2024
I5988,S6988,Medium,Keep up the great work!,11/25/2024,Fall 2024
I5989,S6989,Low,Keep up the great work!,2/14/2024,Spring 2024
I5990,S6990,High,"You’re doing well, stay consistent.",2/6/2025,Spring 2025
I5991,S6991,Medium,Consider reaching out to your academic coach.,4/9/2024,Spring 2024
I5992,S6992,Low,Keep up the great work!,1/26/2024,Spring 2024
I5993,S6993,Low,Attendance could be improved.,1/24/2025,Spring 2025
I5994,S6994,High,Keep up the great work!,2/14/2024,Spring 2024
I5995,S6995,Low,Attendance could be improved.,3/12/2025,Spring 2025
I5996,S6996,High,"You’re doing well, stay consistent.",1/14/2025,Spring 2025
I5997,S6997,Low,Keep up the great work!,7/23/2025,Spring 2025
I5998,S6998,High,Attendance could be improved.,1/30/2024,Spring 2024
I5999,S6999,Low,Consider reaching out to your academic coach.,5/22/2025,Spring 2025
I6000,S7000,Medium,"You’re doing well, stay consistent.",3/1/2024,Spring 2024
I6001,S7001,Low,Keep up the great work!,3/10/2025,Spring 2025
I6002,S7002,Low,Keep up the great work!,9/11/2025,Spring 2025
I6003,S7003,Low,Keep up the great work!,3/3/2024,Spring 2024
I6004,S7004,Low,Keep up the great work!,2/20/2025,Spring 2025
I6005,S7005,Medium,Keep up the great work!,8/24/2025,Spring 2025
I6006,S7006,Low,"You’re doing well, stay consistent.",3/13/2024,Spring 2024
I6007,S7007,Low,Attendance could be improved.,5/19/2024,Spring 2024
I6008,S7008,High,Keep up the great work!,6/11/2024,Fall 2024
